"typ av IT-tjänst","redovisningsgrupp","2021"
"Totalt","Stockholm",36930
"Totalt","Östra Mellansverige",6395
"Totalt","Småland med öarna",7977
"Totalt","Sydsverige",7105
"Totalt","Västsverige",15656
"Totalt","Norra Mellansverige",1297
"Totalt","Mellersta Norrland",730
"Totalt","Övre Norrland",832
